group_name,session,feature,scenario,step,line_number,step_duration,timestamp,step_result,step_type
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,1,1675400427116,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 451 ($value) to unassigned variable http_status_unavailable_for_legal_reasons ($variable),855,0,1675400427118,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427118,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 500 ($value) to unassigned variable http_status_internal_server_error ($variable),855,0,1675400427121,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,1,1675400427122,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 501 ($value) to unassigned variable http_status_not_implemented ($variable),855,0,1675400427124,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,1,1675400427125,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 502 ($value) to unassigned variable http_status_bad_gateway ($variable),855,0,1675400427127,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427128,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 503 ($value) to unassigned variable http_status_service_unavailable ($variable),855,0,1675400427131,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427131,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 504 ($value) to unassigned variable http_status_gateway_timeout ($variable),855,1,1675400427133,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427134,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 505 ($value) to unassigned variable http_status_http_version_not_supported ($variable),855,0,1675400427137,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427137,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 506 ($value) to unassigned variable http_status_variant_also_negotiates ($variable),855,0,1675400427140,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427140,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 507 ($value) to unassigned variable http_status_insufficient_storage ($variable),855,0,1675400427143,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,1,1675400427144,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 508 ($value) to unassigned variable http_status_loop_detected ($variable),855,1,1675400427146,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,3,1675400427147,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 510 ($value) to unassigned variable http_status_not_extended ($variable),855,0,1675400427151,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,1,1675400427152,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,Then I assign value 511 ($value) to unassigned variable http_status_network_authentication_required ($variable),855,0,1675400427153,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Setup HTTP Status Codes,While I assign values in next row from Data/API/Base/HTTP Status Codes.csv ($new_file) to variables,854,2,1675400427154,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""initialize the API framework""",253,1,1675400427157,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Then I execute scenario ""Perform Load of API Field Mappings""",254,431,1675400427158,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Given I ""load API field mappings from CSV file""",579,1,1675400427159,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"If I verify variable ""api_data_directory_location"" is assigned",580,1,1675400427160,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"And I verify text Data/API/-/ ($api_data_directory_location) is not equal to """"",581,1,1675400427161,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Given I assign variable ""file"" by combining Data/API/-/ ($api_data_directory_location) ""API Field Names.csv""",582,0,1675400427163,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"When I execute scenario ""Locate File on Path""",583,84,1675400427163,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I ""search for the file in directory_load_path sequence""",614,1,1675400427165,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I assign 1 to variable ""path_loop""",615,0,1675400427166,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I assign ""FALSE"" to variable ""path_done""",616,0,1675400427167,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"While I assign 1 ($path_loop) th item from "","" delimited list Custom,Base ($directory_load_path) to variable ""directory""",617,0,1675400427168,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I verify text FALSE ($path_done) is equal to ""FALSE""",618,0,1675400427169,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",619,0,1675400427169,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I execute Groovy ""new_file = file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",620,33,1675400427169,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,If I verify file Data/API/Custom/API Field Names.csv ($new_file) exists,621,2,1675400427203,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Else I increase variable ""path_loop""",623,0,1675400427206,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"While I assign 2 ($path_loop) th item from "","" delimited list Custom,Base ($directory_load_path) to variable ""directory""",617,0,1675400427207,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I verify text FALSE ($path_done) is equal to ""FALSE""",618,1,1675400427207,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",619,0,1675400427208,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I execute Groovy ""new_file = file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",620,29,1675400427208,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,If I verify file Data/API/Base/API Field Names.csv ($new_file) exists,621,1,1675400427237,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Then I assign ""TRUE"" to variable ""path_done""",622,0,1675400427239,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"While I assign 2 ($path_loop) th item from "","" delimited list Custom,Base ($directory_load_path) to variable ""directory""",617,1,1675400427239,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I verify text TRUE ($path_done) is equal to ""FALSE""",618,0,1675400427240,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Then I ""confirm a file was located""",627,1,1675400427240,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"If I verify text TRUE ($path_done) is equal to ""FALSE""",628,0,1675400427242,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I ""clear the working variables""",634,1,1675400427242,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"Given I unassign variable ""file""",635,0,1675400427243,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""directory""",636,0,1675400427243,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""directory_token""",637,0,1675400427244,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""path_loop""",638,0,1675400427245,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Locate File on Path,"And I unassign variable ""path_done""",639,0,1675400427246,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"If I verify variable ""new_file"" is assigned",584,0,1675400427249,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign Data/API/Base/API Field Names.csv ($new_file) to variable ""api_field_mapping_file""",588,0,1675400427249,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427250,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" actcod ($db_field)",591,0,1675400427252,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign activityCode ($api_field) to variable api_var_map_actcod ($api_var_map_name),592,0,1675400427253,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427253,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" adjref1 ($db_field)",591,1,1675400427255,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign adjustmentReference1 ($api_field) to variable api_var_map_adjref1 ($api_var_map_name),592,0,1675400427256,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400427258,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" adjref2 ($db_field)",591,0,1675400427260,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign adjustmentReference2 ($api_field) to variable api_var_map_adjref2 ($api_var_map_name),592,0,1675400427260,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400427261,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" alt_prtnum ($db_field)",591,1,1675400427264,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign alternateItemNumber ($api_field) to variable api_var_map_alt_prtnum ($api_var_map_name),592,0,1675400427265,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400427266,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" alt_prt_typ ($db_field)",591,0,1675400427268,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign alternateItemType ($api_field) to variable api_var_map_alt_prt_typ ($api_var_map_name),592,0,1675400427268,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427269,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" asset_cat ($db_field)",591,0,1675400427272,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign handlingUnitCategory ($api_field) to variable api_var_map_asset_cat ($api_var_map_name),592,0,1675400427272,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427272,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" asset_typ ($db_field)",591,1,1675400427275,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign handlingUnitType ($api_field) to variable api_var_map_asset_typ ($api_var_map_name),592,0,1675400427276,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400427276,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" bldg_id ($db_field)",591,1,1675400427280,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign buildingId ($api_field) to variable api_var_map_bldg_id ($api_var_map_name),592,0,1675400427281,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400427282,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" carcod ($db_field)",591,0,1675400427285,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign carrier ($api_field) to variable api_var_map_carcod ($api_var_map_name),592,1,1675400427285,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427286,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" catch_qty ($db_field)",591,1,1675400427288,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign catchQuantity ($api_field) to variable api_var_map_catch_qty ($api_var_map_name),592,0,1675400427289,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427289,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" client_id ($db_field)",591,0,1675400427292,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign clientId ($api_field) to variable api_var_map_client_id ($api_var_map_name),592,0,1675400427292,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427293,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" cntbat ($db_field)",591,1,1675400427296,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign countBatch ($api_field) to variable api_var_map_cntbat ($api_var_map_name),592,0,1675400427297,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427298,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" curstoloc ($db_field)",591,0,1675400427300,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign currentLocation ($api_field) to variable api_var_map_curstoloc ($api_var_map_name),592,0,1675400427301,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427302,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" devcls ($db_field)",591,0,1675400427305,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign deviceClass ($api_field) to variable api_var_map_devcls ($api_var_map_name),592,0,1675400427306,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400427306,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" devcod ($db_field)",591,0,1675400427308,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign deviceCode ($api_field) to variable api_var_map_devcod ($api_var_map_name),592,0,1675400427309,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427309,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dstloc ($db_field)",591,0,1675400427312,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign destinationLocationNumber ($api_field) to variable api_var_map_dstloc ($api_var_map_name),592,0,1675400427313,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400427314,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dstlod ($db_field)",591,1,1675400427315,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign destinationLoadNumber ($api_field) to variable api_var_map_dstlod ($api_var_map_name),592,0,1675400427316,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427317,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dst_id ($db_field)",591,1,1675400427319,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign destinationIdentifier ($api_field) to variable api_var_map_dst_id ($api_var_map_name),592,1,1675400427320,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400427321,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" dtlnum ($db_field)",591,0,1675400427325,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign detailNumber ($api_field) to variable api_var_map_dtlnum ($api_var_map_name),592,0,1675400427325,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400427326,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" expire_dte ($db_field)",591,0,1675400427330,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign expirationDate ($api_field) to variable api_var_map_expire_dte ($api_var_map_name),592,0,1675400427330,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427331,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" ftpcod ($db_field)",591,0,1675400427333,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign footprintCode ($api_field) to variable api_var_map_ftpcod ($api_var_map_name),592,0,1675400427334,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427334,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" hmewrkare ($db_field)",591,0,1675400427337,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign homeWorkArea ($api_field) to variable api_var_map_hmewrkare ($api_var_map_name),592,0,1675400427337,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427338,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invnum ($db_field)",591,1,1675400427341,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign plannedInboundOrderNumber ($api_field) to variable api_var_map_invnum ($api_var_map_name),592,0,1675400427342,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427343,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invsts ($db_field)",591,0,1675400427346,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign inventoryStatus ($api_field) to variable api_var_map_invsts ($api_var_map_name),592,0,1675400427347,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,3,1675400427347,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invtid ($db_field)",591,0,1675400427350,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign inventoryId ($api_field) to variable api_var_map_invtid ($api_var_map_name),592,1,1675400427350,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,1,1675400427351,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" invtyp ($db_field)",591,0,1675400427353,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign orderType ($api_field) to variable api_var_map_invtyp ($api_var_map_name),592,1,1675400427353,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427354,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" lblfmt ($db_field)",591,0,1675400427357,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign labelFormat ($api_field) to variable api_var_map_lblfmt ($api_var_map_name),592,0,1675400427358,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,While I assign values in next row from Data/API/Base/API Field Names.csv ($api_field_mapping_file) to variables,590,2,1675400427358,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,"Then I assign variable ""api_var_map_name"" by combining ""api_var_map_"" lbl_prtadr ($db_field)",591,0,1675400427361,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform Load of API Field Mappings,And I assign labelPrinterAddress ($api_field) to variable api_var_map_lbl_prtadr ($api_var_map_name),592,0,1675400427362,Pass,SCENARIO_STEP
